"","verslagjaar","okvk","organisatie","wnMedew","wnFTE","wTijd","wPnil","wPnilKosten","wGemContr","wInstroom","wUitstroom","wDoorstroom","wnStag","wnVrijw","wNiv1","wNiv2","wNiv3","wNiv4","wNiv5","wNiv6","wBdnst","wOvPers","wLling","wFTEperCt","wVerzuimPerc","wVerzuimFreq","tTijd","tPnil","tPnilKosten","tGemContr","tInstroom","tUitstroom","tDoorstroom","tNiv1","tNiv2","tNiv3","tNiv4","tNiv5","tNiv6","tBdnst","tOvPers","tLling","tFTEperCt","tVerzuimPerc","tVerzuimFreq","nTijd","nPnil","nPnilKosten","nGemContr","nInstroom","nUitstroom","nDoorstroom","nNiv1","nNiv2","nNiv3","nNiv4","nNiv5","nNiv6","nBdnst","nOvPers","nLling","nFTEperCt","nVerzuimPerc","nVerzuimFreq"
"254",2019,"41068374","Stichting Land Van Horne",1378,840.59,18.41,2.57,3.58,0.61,40.48,19.15,4.86,52,1283,19.79,16.31,45.52,4.58,0.13,0.84,5.38,0,7.46,0.95,7.96,0.87,281,22,1476834,841,558,264,67,166,137,383,39,1,7,45,0,63,841,17460,1195,1526,841,41232273,1378,1379,1379,1379,841,841,841,841,841,841,841,841,841,888,219395,1378
"255",2019,"52611302","Stichting Landelijk Wonen Klein Houtdijk",34,12.66,0,1.58,2.04,0.37,5.88,2.94,2.94,3,4,9.56,8.77,63.35,11.37,0,0,0,4.74,2.21,1,3.76,0.21,0,0,13500,13,2,1,1,1,1,8,1,0,0,0,1,0,13,110,7,34,13,663342,34,34,34,34,13,13,13,13,13,13,13,13,13,13,2925,34
"256",2019,"41126751","Stichting Laurens",3910,1849.7,35.18,6.02,9.44,0.47,19.58,15.79,4.8,1084,2250,6.1,24.8,34.54,7.21,0.99,0,9.7,13.15,3.51,0.9,7.54,0.77,725,111,9379674,1850,506,408,124,113,459,639,133,18,0,180,243,65,1850,54206,3024,2061,1850,99345367,3910,2584,2584,2584,1850,1850,1850,1850,1850,1850,1850,1850,1850,2061,719087,3910
"257",2019,"56708874","Stichting Laverhof",605,372,27.27,2.31,5.11,0.61,20.27,18.92,3.86,102,561,16.29,13.22,42.73,8.41,0.67,0,4.44,2.49,9.95,0.99,4.23,1.62,165,9,817429,372,105,98,20,61,49,159,31,3,0,17,9,37,372,13036,979,605,372,15987776,605,518,518,518,372,372,372,372,372,372,372,372,372,376,308473,605
"258",2019,"41208154","Stichting Leger Des Heils Welzijns- En Gezondheidszorg",507,292.42,23.33,7.31,14.13,0.58,27.84,14.61,3.75,43,228,9.97,10.79,36.66,15.19,4.83,0,0.79,16.99,4.79,0.81,6.85,1.16,126,21,2269081,292,141,74,19,29,32,107,44,14,0,2,50,14,292,6876,587,540,292,16060132,507,507,507,507,292,292,292,292,292,292,292,292,292,361,100407,507
"259",2019,"24486069","Stichting Lelie Zorggroep",691,378,20.69,37.83,8.4,0.55,21.47,3.21,3.21,14,58,0,18.62,45.23,6.28,0,0,0,19.2,10.68,0.99,7.17,1.27,143,143,1995951,378,134,20,20,0,70,171,24,0,0,0,73,40,378,19,877,691,378,23763039,691,624,624,624,378,378,378,378,378,378,378,378,378,382,265,691
"260",2019,"28111649","Stichting Libertas Leiden",345,208.48,27.83,6.52,11.39,0.6,16.52,20.87,6.67,19,200,3.41,17.11,26.93,6.11,2.26,0,0,0.73,9.49,1.16,14.09,0.88,96,14,955469,208,57,72,23,7,36,56,13,5,0,0,2,20,208,10723,304,345,208,8390102,345,345,345,345,208,208,208,208,208,208,208,208,208,180,76095,345
"261",2019,"9177659","Stichting Liemerije",780,430,11.6,1.16,2.02,0.55,23.42,15.79,7.64,70,605,18.37,13.95,45.35,3.26,2.09,0,7.21,0,9.77,1.03,7.77,0.6,114,5,451179,430,184,124,60,79,60,195,14,9,0,31,0,42,430,13726,468,983,430,22292355,780,786,786,786,430,430,430,430,430,430,430,430,430,419,176660,780
"262",2019,"8122202","Stichting Livio",999,601.4,27.53,3.16,5.63,0.6,9,7,10.71,75,701,1.96,1.35,8.11,2.26,0.55,0.02,1.03,0.71,0.62,0.82,8.9,0.93,275,19,1591026,601,90,70,107,12,8,49,14,3,0,6,4,4,601,20481,932,999,601,28267117,999,1000,1000,1000,601,601,601,601,601,601,601,601,601,733,230018,999
"263",2019,"41055319","Stichting Luciver- Stichting Voor Welzijn- Wonen En Zorg.",154,77.9,15.19,14.25,12.95,0.51,25.81,15.77,3.58,14,87,9.79,8.86,51.84,6.19,7.28,1.95,0,5.97,8.13,0.99,NA,0.69,24,11,800979,78,36,22,5,8,7,40,5,6,2,0,5,6,78,NA,107,158,78,6185957,154,140,140,140,78,78,78,78,78,78,78,78,78,79,NA,154
"264",2019,"41190449","Stichting Silverein",1034,517.1,38.59,4.83,9.48,0.5,33.32,25.24,2.38,69,428,15.8,30.75,32.04,6.46,0.62,0,5.45,0.68,8.2,0.99,7,1.01,399,25,2407360,517,392,297,28,82,159,166,33,3,0,28,4,42,517,13212,1045,1034,517,25404415,1034,1177,1177,1177,517,517,517,517,517,517,517,517,517,520,188742,1034
"265",2019,"37138130","Stichting Magentazorg",925,526.9,21.47,4.35,7.05,0.57,42.21,13.32,12.08,43,500,6.3,20.21,48,7.4,0,0,5.56,0.85,11.67,0.83,6.6,1.75,216,23,1926275,527,374,118,107,33,107,253,39,0,0,29,5,62,527,42975,1623,1006,527,27317263,925,886,886,886,527,527,527,527,527,527,527,527,527,635,651136,925
"266",2019,"41055707","Stichting Malderburch- Centrum Voor Welzijn- Wonen En Zorg",158,111.76,26.06,6.35,8.14,0.71,27.3,17.78,3.81,26,100,2.51,14,55.39,10.2,1.52,0,0,0,11.08,1.1,8.21,1.3,43,7,399152,112,43,28,6,3,16,62,11,2,0,0,0,12,112,2212,206,165,112,4906449,158,158,158,158,112,112,112,112,112,112,112,112,112,102,26949,158
"267",2019,"28102621","Stichting Marente",1777,921.98,32.81,3.22,6.15,0.52,15.19,5.74,NA,191,1183,9.04,20.65,35.46,4.09,0,0,5.38,9.23,9.43,0.96,4.34,0.8,583,30,2949674,922,217,82,NA,83,190,327,38,0,0,50,85,87,922,1217,1427,1777,922,47987020,1777,1429,1429,NA,922,922,922,922,922,922,922,922,922,960,28045,1777
"268",2019,"41099605","Stichting Maria-Oord",33,24.28,18.18,2.72,8.09,0.74,47.46,30.51,6.78,10,50,29.28,6.14,32.04,10.46,0,0,0,8.11,13.96,1.06,3.39,0.67,6,1,85105,24,14,9,2,7,1,8,3,0,0,0,2,3,24,548,22,33,24,1051567,33,30,30,30,24,24,24,24,24,24,24,24,24,23,16165,33
"269",2019,"41053245","Stichting Markenheem- Centra Voor Zorg En Dienstverlening",533,278.2,32.73,12.15,17.3,0.52,29.23,21.02,7.21,58,584,17,19.23,53.06,10.53,0.14,0.04,0,0,0,0.9,5.42,0.7,180,34,1912054,278,146,105,36,47,54,148,29,0,0,0,0,0,278,5401,374,550,278,11054684,533,500,500,500,278,278,278,278,278,278,278,278,278,308,99564,533
"270",2019,"41071981","Stichting Meandergroep Zuid-Limburg",1407,959,13.3,0.71,1.76,0.68,15.99,4.97,6.39,286,874,17.23,10.57,52.44,9.4,0,2.8,5.55,0,2,0.91,7.5,0.57,197,7,853706,959,225,70,90,165,101,503,90,0,27,53,0,19,959,27366,809,1481,959,48413869,1407,1408,1408,1408,959,959,959,959,959,959,959,959,959,1049,364884,1407
"271",2019,"1178769","Stichting Meriant",709,513,25.41,3.12,6.42,0.72,28.72,11.16,NA,275,718,13.84,0,46,27.49,0,0,7.6,3.7,1.36,1.11,NA,0,185,16,1580000,513,193,75,NA,71,0,236,141,0,0,39,19,7,513,NA,0,728,513,24615000,709,672,672,NA,513,513,513,513,513,513,513,513,513,464,NA,709
"272",2019,"27310787","Stichting Middin",180,138.19,36.81,10.2,18.05,0.77,26.82,12.85,32.96,48,151,7.86,12.81,49.75,20.67,8.28,0.64,0,0,0,0.92,13.5,1.74,67,14,1425845,138,48,23,59,11,18,69,29,11,1,0,0,0,138,6342,313,182,138,7898144,180,179,179,179,138,138,138,138,138,138,138,138,138,150,46980,180
"273",2019,"41103038","Stichting Missiehuis Vrijland",11,7,0,0.29,2.38,0.64,0,10.53,0,0,0,0,16.71,83.29,0,0,0,0,0,0,1.1,0,0,0,0,8887,7,0,1,0,0,1,6,0,0,0,0,0,0,7,0,0,10,7,373963,11,10,10,10,7,7,7,7,7,7,7,7,7,6,2555,11
"274",2019,"14066455","Sevagram Maastricht",267,178.45,17.13,16.3,28.65,0.67,24.63,13.97,7.35,6,272,16.93,25.48,44.8,9.89,0,2.16,0,0.74,0,0.7,11.08,1.12,43,29,2703678,178,67,38,20,30,45,80,18,0,4,0,1,0,178,7556,298,251,178,9436593,267,272,272,272,178,178,178,178,178,178,178,178,178,257,68188,267
"275",2019,"72630787","Stichting Noorderzorg",282,144.74,31.91,3.48,10.57,0.51,7.18,18.46,2.74,48,132,21.51,28.06,34.86,10.85,3.75,0,0.97,0,0,1.18,7.9,2.27,90,5,620631,145,21,54,8,31,41,50,16,5,0,1,0,0,145,2984,641,282,145,5870259,282,293,293,293,145,145,145,145,145,145,145,145,145,123,37777,282
"276",2019,"41052701","Stichting Nusantara Zorg",126,83.66,43.97,15.74,19.69,0.66,44.36,24.9,15.56,55,163,8.12,12.81,44.91,17.83,0,5.88,2.34,0,6.51,0.6,11.6,1.61,62,13,768185,84,57,32,20,7,11,38,15,0,5,2,0,5,84,7730,203,141,84,3900648,126,129,129,129,84,84,84,84,84,84,84,84,84,139,66638,126
"277",2019,"41094118","Stichting Oktober",1043,637.2,17.07,2.15,5.56,0.61,23.11,18.47,13.54,40,713,0,13.29,41.45,9.21,0,0,4.17,18.53,3.46,1.13,7.23,0.68,178,14,1743398,637,239,191,140,0,85,264,59,0,0,27,118,22,637,12053,713,1043,637,31368312,1043,1034,1034,1034,637,637,637,637,637,637,637,637,637,564,166802,1043
"278",2019,"41236583","Stichting Omring",1780,1114.09,20.92,10.03,11.3,0.63,22.66,13.45,5.02,215,1904,9.99,11.59,55.6,5.78,0,2.48,3.58,2.83,8.16,0.82,6.39,0.98,372,112,6250694,1114,379,225,84,111,129,619,64,0,28,40,32,91,1114,28452,1744,1778,1114,55300192,1780,1673,1673,1673,1114,1114,1114,1114,1114,1114,1114,1114,1114,1362,445309,1780
"279",2019,"41015522","Stichting Oosterlengte",1218,548.66,8.54,0,NA,0.45,18.84,14.3,NA,190,334,0,16.05,62.47,4.6,0,2.03,1.59,6.5,6.76,0.97,NA,NA,104,0,NA,549,191,145,NA,0,88,343,25,0,11,9,36,37,549,NA,NA,1218,549,NA,1218,1014,1014,NA,549,549,549,549,549,549,549,549,549,567,NA,NA
"280",2019,"41113565","Stichting Ouderenzorg Kapelle, Zorgcentrum Cederhof",167,83.23,29.34,0,NA,0.5,36.42,21.85,2.65,50,125,0,1.8,35.56,5.88,1.6,0,0,6.81,20.1,1.38,6.54,1.25,49,0,NA,83,55,33,4,0,2,30,5,1,0,0,6,17,83,2839,209,167,83,NA,167,151,151,151,83,83,83,83,83,83,83,83,83,60,43420,167
"281",2019,"41114556","Stichting Ouderenzorg Noord-Beveland",78,57.38,24.36,1.39,3.75,0.74,21.79,17.95,5.13,16,40,21.44,11.87,42.58,6.8,0,0,0,0,17.32,0.91,7.02,2.19,19,1,91000,57,17,14,4,12,7,24,4,0,0,0,0,10,57,1580,171,78,57,2429000,78,78,78,78,57,57,57,57,57,57,57,57,57,63,22516,78
"282",2019,"41178066","Stichting Zorg & Welzijn Oudewater",185,63.52,25.32,2.68,9.11,0.34,30.86,13.58,6.17,30,194,15.11,10.96,35.61,19.1,0,3.09,0,8.99,7.15,0.89,4.33,0.82,40,2,270803,64,50,22,10,10,7,23,12,0,2,0,6,5,64,724,151,158,64,2973289,185,162,162,162,64,64,64,64,64,64,64,64,64,71,16717,185
"283",2019,"37093903","Stichting Ouderenzorg Wilgaerden",632,373,20.91,4.56,4.6,0.59,23.58,16.77,13.29,36,566,3.75,12.87,50.94,13.4,4.02,1.61,0.27,0.27,12.87,0.74,7.79,1.54,138,17,890000,373,149,106,84,14,48,190,50,15,6,1,1,48,373,10079,973,660,373,19361000,632,632,632,632,373,373,373,373,373,373,373,373,373,507,129392,632
"284",2019,"20115882","Stichting Park Zuiderhout",100,54.86,34.95,22.93,39.28,0.55,25.74,29.7,8.91,19,110,9.11,8.06,37.71,13.85,5.98,1.77,1.42,0,22.09,0.53,12.27,1.6,36,13,1054680,55,26,30,9,5,4,21,8,3,1,1,0,12,55,3403,160,103,55,2684848,100,101,101,101,55,55,55,55,55,55,55,55,55,103,27740,100
"285",2019,"65042662","Stichting Patyna",1857,1088.01,12.17,0.55,0.76,0.59,31.42,17.63,3.39,257,2500,8.78,15.44,55.23,8.84,0.12,1.82,5.76,0.69,3.33,1.14,6.71,1.03,226,6,396000,1088,955,536,103,96,168,601,96,1,20,63,7,36,1088,43070,1912,1857,1088,52215451,1857,3040,3040,3040,1088,1088,1088,1088,1088,1088,1088,1088,1088,958,642035,1857
"286",2019,"9125621","Stichting Pleyade",1041,615.9,20.44,11.02,11.18,0.59,45.21,32.89,5.6,109,435,8.69,22.96,42.12,4.71,0.44,0.42,4.85,0.5,6.43,0.86,6.07,0.84,212,68,3675414,616,444,323,55,54,141,259,29,3,3,30,3,40,616,23056,878,1037,616,32882352,1041,982,982,982,616,616,616,616,616,616,616,616,616,720,379828,1041
"287",2019,"41198598","Stichting Pro Senectute (Voor De Ouderdom)",280,188,32.97,10.64,18.92,0.67,35.68,30.19,2.06,20,160,8.14,15.48,55.48,8.67,1.01,0,0,0,11.22,0.73,11.55,2.01,92,20,1713600,188,104,88,6,15,29,104,16,2,0,0,0,21,188,6959,563,279,188,9058900,280,292,292,292,188,188,188,188,188,188,188,188,188,256,60260,280
"288",2019,"13041155","Stichting Proteion",1281,774.16,23.34,2.61,5.17,0.6,36.27,18.8,10.9,188,613,16.06,10.43,39.62,17.27,0.98,0.26,4.75,1.11,9.51,0.96,6.13,0.77,299,20,2006592,774,436,226,131,124,81,307,134,8,2,37,9,74,774,30192,986,1281,774,38818000,1281,1202,1202,1202,774,774,774,774,774,774,774,774,774,809,492528,1281
"289",2019,"8154553","Stichting Protestants Christelijke Woonzorg Unie Veluwe",718,323,14.86,5.57,10.64,0.45,23.89,16.72,7.96,72,863,16.59,18.07,43.53,10.45,2.98,0.25,0.87,0.76,6.5,0.85,6.9,0.75,48,18,1668043,323,150,105,50,54,58,141,34,10,1,3,2,21,323,13796,540,323,323,15677958,718,628,628,628,323,323,323,323,323,323,323,323,323,380,199950,718
"290",2019,"41125262","Stichting Protestants Christelijke Zorgorganisatie Riederborgh",184,99.05,36.04,7.47,8.01,0.54,34.59,20,2.7,61,225,24.73,20.37,47.88,6.14,0.78,0,0,0,0,0.83,7.22,1.39,71,7,853646,99,64,37,5,25,20,47,6,1,0,0,0,0,99,4799,256,197,99,10658534,184,185,185,185,99,99,99,99,99,99,99,99,99,120,66509,184
"291",2019,"41059171","Stichting Protestants-Christelijk Zorgcentrum 'T Anker",162,83.46,26.59,4.76,12.12,0.52,30.41,3.38,0.68,8,101,0,22.69,36.29,19.24,1.46,0,0,0,0,1.01,3.41,0.68,46,4,516502,83,45,5,1,0,19,30,16,1,0,0,0,0,83,769,110,173,83,4261718,162,148,148,148,83,83,83,83,83,83,83,83,83,83,22534,162
"292",2019,"11042268","Stichting Protestants-Christelijk Zorgcentrum 'T Slot",135,71.8,42.18,3.94,14.14,0.53,28.91,4.69,2.34,5,78,24.51,15.88,44.99,4.04,0,0.14,0,0,10.45,0.96,7.85,2.07,62,3,430140,72,37,6,3,18,11,32,3,0,0,0,0,8,72,1877,280,147,72,3042407,135,128,128,128,72,72,72,72,72,72,72,72,72,75,23911,135
"293",2019,"41118005","Stichting Protestantse Zorggroep Crabbehoff",535,320.44,26.91,4.92,9.36,0.6,25.89,12.59,0,66,310,5.35,17.42,35.2,4.03,2.14,0,8.42,0.65,4.92,1.13,8.05,0.82,127,16,1181353,320,109,53,0,17,56,113,13,7,0,27,2,16,320,8054,439,472,320,12617831,535,421,421,421,320,320,320,320,320,320,320,320,320,283,100025,535
"294",2019,"30271006","Stichting Quarijn",658,394,37.36,5.2,5.69,0.6,33.74,12.17,4.01,340,741,3.77,16.35,43.05,5.16,2.07,0,7.41,10.63,11.56,0.83,5.37,1.19,269,21,1155000,394,219,79,26,15,64,170,20,8,0,29,42,46,394,6788,784,720,394,20288671,658,649,649,649,394,394,394,394,394,394,394,394,394,475,126461,658
"295",2019,"41168998","Stichting R.k. Zorgcentrum Roomburgh",118,72.73,26.61,4.99,5.52,0.62,45.53,17.89,11.38,31,99,16.54,8.07,38.32,3.02,3.75,0,0,1.98,11.91,0.89,7.5,2.27,33,4,308000,73,56,22,14,12,6,28,2,3,0,0,1,9,73,1711,268,124,73,5575000,118,123,123,123,73,73,73,73,73,73,73,73,73,82,22813,118
"296",2019,"37150385","Stichting Reigershoeve- Wonen En Welzijn Voor Mensen Met Dementie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2019,"57771472","Stichting Residence Hazelhoff Belgisch Park",2,2,0,0,0,1,100,0,0,3,0,0,0,0,0,0,0,0,100,0,2.43,4.17,0.5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,10,1,2,2,60000,2,2,2,2,2,2,2,2,2,2,2,2,2,1,240,2
"298",2019,"27280417","Stichting Respect Wonen Zorg Welzijn",385,292.5,33.57,6.75,11.57,0.76,31.78,10.85,7.24,80,232,9.13,22.33,37.1,1.9,3.05,0,12.73,2.09,11.68,0.83,4.88,0.94,143,20,2071464,293,123,42,28,27,65,109,6,9,0,37,6,34,293,6581,360,426,293,17899265,385,387,387,387,293,293,293,293,293,293,293,293,293,353,134857,385
"299",2019,"64992284","Stichting Rijnwaal Zorggroep",405,170.6,12.95,2.1,6.34,0.42,20.92,16.62,3.38,40,283,13.36,14.78,38.29,5.76,0.05,0,0,20.94,6.82,0.84,3.96,0.81,43,4,485706,171,68,54,11,23,25,65,10,0,0,0,36,12,171,5859,328,332,171,7657611,405,325,325,325,171,171,171,171,171,171,171,171,171,202,147825,405
"300",2019,"11044044","Stichting Rivas Zorggroep",1776,975.52,32.64,NA,5.12,0.55,40.15,27.48,NA,77,1276,0,14.99,38.08,11.18,0,0,0,10.08,10.39,0.98,6.37,1.1,643,NA,2876687,976,713,488,NA,0,146,371,109,0,0,0,98,101,976,240,1960,1970,NA,56221389,1776,1776,1776,NA,976,976,976,976,976,976,976,976,976,1000,3770,1776
"301",2019,"41022558","Stichting Rosengaerde",79,40.8,25.93,0.25,0.51,0.52,37.97,26.58,0,22,46,10.59,29.75,39.26,16.86,0,0,0.27,0,3.26,0.72,3.88,0.87,21,0,11202,41,30,21,0,4,12,16,7,0,0,0,0,1,41,565,69,81,41,2200000,79,79,79,79,41,41,41,41,41,41,41,41,41,57,14567,79
"302",2019,"41050605","Stichting Rst Zorgverleners",488,151,17.62,10.44,8.68,0.31,14.34,27.46,9.63,36,73,1.74,1.12,40.56,26.64,18.07,0,0,0,11.4,6.73,2.8,0.6,86,16,914108,151,70,134,47,3,2,61,40,27,0,0,0,17,151,4987,295,488,151,10533742,488,488,488,488,151,151,151,151,151,151,151,151,151,22,178120,488
"303",2019,"41102051","Stichting Ruitersbos",184,109.1,35.6,8.89,15.02,0.59,31.69,26.23,5.46,33,104,11.18,17.14,42.9,5.13,4.03,0.64,3.3,2.2,13.47,0.85,7.79,1.4,68,10,748608,109,58,48,10,12,19,47,6,4,1,4,2,15,109,5246,257,191,109,4984159,184,183,183,183,109,109,109,109,109,109,109,109,109,129,67344,184
"304",2019,"41130278","Stichting Salem- Uitgaande Van De Gereformeerde Gezindte",389,189.13,24.94,NA,NA,0.49,22.54,11.27,5.63,3,260,0.4,9.28,22.89,5.72,2.4,0.54,1.96,0.75,8.94,1.11,5.44,1.25,102,NA,NA,189,88,44,22,1,18,43,11,5,1,4,1,17,189,3385,488,409,NA,NA,389,391,391,391,189,189,189,189,189,189,189,189,189,171,62184,389
"305",2019,"41047145","Stichting Samen Zorgen",192,109,38.54,6.12,19.23,0.57,44.94,29.21,0.56,38,289,12.02,14.59,41.06,15.14,0,0.25,0,0,16.51,0.85,5.4,1.21,74,7,975132,109,80,52,1,13,16,45,17,0,0,0,0,18,109,2150,233,192,109,5071000,192,178,178,178,109,109,109,109,109,109,109,109,109,129,39785,192
"306",2019,"69554145","Stichting Santé Zorg Stmr",293,135.72,38.91,7.88,19.1,0.46,23.15,14.37,17.17,51,25,14.52,14.68,45.19,13.45,0.47,0,0,10.52,1.17,1.24,8.49,1.05,114,11,1509194,136,58,36,43,20,20,61,18,1,0,0,14,2,136,31,309,293,136,7902635,293,251,251,251,136,136,136,136,136,136,136,136,136,109,365,293
"307",2019,"17126402","Stichting Savant- Organisatie Voor Zorg",807,429.57,13,7.63,17.3,0.53,25.81,20.72,11.17,174,792,7.89,10.76,57.58,7.91,2.02,0,0,0.84,13,0.85,NA,0.82,110,33,3443445,430,208,167,90,34,46,247,34,9,0,0,4,56,430,NA,661,846,430,19905748,807,806,806,806,430,430,430,430,430,430,430,430,430,503,NA,807
"308",2019,"5075996","Stichting Saxenburgh Groep",1014,539.8,19.82,1.44,2.54,0.53,19.36,14.49,NA,181,750,0.02,13.02,48.78,18.13,0,1.79,5.7,5.06,7.48,1.21,6.44,1.11,201,8,555748,540,179,134,NA,0,70,263,98,0,10,31,27,40,540,26390,1123,1014,540,21848969,1014,925,925,NA,540,540,540,540,540,540,540,540,540,446,409895,1014
"309",2019,"18086773","Stichting Schakelring",861,520.15,25.9,NA,3.05,0.6,24.76,13.58,7.64,164,1025,5.15,8.91,40.17,16.8,1.95,0.18,5.49,4.59,7.69,0.89,5.87,0.57,223,NA,812969,520,217,119,67,27,46,209,87,10,1,29,24,40,520,19735,493,861,NA,26611523,861,877,877,877,520,520,520,520,520,520,520,520,520,583,336322,861
"310",2019,"41113577","Stichting Schutse Zorg Tholen",168,97,15.51,1.51,3.64,0.58,16.16,2.79,3.34,26,150,9.14,6.45,33.64,7.47,0,0,0.42,0.26,10.23,1.24,5.27,1.28,29,1,165285,97,29,5,6,9,6,33,7,0,0,0,0,10,97,3229,215,187,97,4537767,168,180,180,180,97,97,97,97,97,97,97,97,97,78,61320,168
"311",2019,"9110174","Stichting Sensire",736,408.11,15.63,1.31,2.81,0.55,20.67,14.97,12.43,111,626,4.44,23.3,50.81,3.81,4.88,0,4.67,0.79,7.29,0.93,6.17,0.87,136,5,599000,408,163,118,98,18,95,207,16,20,0,19,3,30,408,9938,637,870,408,21351369,736,789,789,789,408,408,408,408,408,408,408,408,408,439,161184,736
"312",2019,"41081234","Stichting Sint Anna",305,168,25.24,4.17,5.38,0.55,26.19,23.9,2.95,40,147,11.14,4.21,49.52,6.68,0.8,0,0.6,0,2.96,1.27,9.51,0.92,78,7,457196,168,80,73,9,19,7,83,11,1,0,1,0,5,168,5659,282,309,168,8496846,305,306,306,306,168,168,168,168,168,168,168,168,168,132,59487,305
"313",2019,"41062030","Stichting Sint Annaklooster",99,49,11.11,11.02,16.91,0.49,68.53,32.17,13.99,10,55,13.88,13.06,40.2,21.22,0.2,0.41,0,3.06,7.96,0.9,6.36,0.84,11,5,379875,49,49,23,10,7,6,20,10,0,0,0,2,4,49,1037,83,99,49,2246500,99,72,72,72,49,49,49,49,49,49,49,49,49,54,16317,99
"314",2019,"41226861","Stichting Sint Jacob",664,439.51,35.49,20.2,26.45,0.66,23.54,14.39,5.25,91,401,10.01,20.48,24.12,4.1,0,0,3.19,23.21,14.11,0.78,7.31,1.36,219,89,6257747,440,139,85,31,44,90,106,18,0,0,14,102,62,440,13927,905,617,440,23659673,664,591,591,591,440,440,440,440,440,440,440,440,440,566,190526,664
"315",2019,"41095652","Stichting Sint Joris",359,182.43,18.21,8.45,21.77,0.51,31.35,25.83,4.64,41,237,10.62,22.69,55.75,7.53,0.41,0.41,0,2.6,0,0.89,3.61,0.59,61,15,1523202,182,108,89,16,19,41,102,14,1,1,0,5,0,182,3385,213,335,182,6995396,359,345,345,345,182,182,182,182,182,182,182,182,182,206,93793,359
"316",2019,"41081766","Stichting Sint Jozefoord Kloosterverzorgingshuis",313,169,40.31,4.73,9.85,0.54,19.17,14.06,20.45,68,116,16.95,10.25,33.87,1.7,0,1.98,0.95,1.04,5.56,1.38,4.7,1,129,8,798274,169,60,44,64,29,17,57,3,0,3,2,2,9,169,2853,313,320,169,8104870,313,313,313,313,169,169,169,169,169,169,169,169,169,122,60711,313
"317",2019,"17127118","Stichting St. Anna Zorggroep, Ananz",459,279.63,14.38,13.27,11.75,0.61,17.67,14.83,2.4,90,342,25.3,10.9,32.6,9.6,4.2,0,8.7,0,8.6,1.01,8.98,1.35,66,37,1645708,280,81,68,11,71,30,91,27,12,0,24,0,24,280,6529,620,459,280,14011837,459,459,459,459,280,280,280,280,280,280,280,280,280,277,72704,459
"318",2019,"41102327","Stichting St. Elisabeth",248,149.22,36.12,1.63,5.17,0.6,33.47,21.77,8.06,19,193,0,16.75,38.65,20.1,2.81,0.6,3.02,2.08,5.23,1.78,7.64,1.08,95,2,418218,149,83,54,20,0,25,58,30,4,1,5,3,8,149,3917,269,263,149,8083908,248,248,248,248,149,149,149,149,149,149,149,149,149,84,51242,248
"319",2019,"41066110","Stichting Sint Jozef Wonen En Zorg",76,46.4,27.85,2.8,9.9,0.61,22.37,31.58,2.63,12,189,0,13.79,51.94,17.24,0,0,0,17.03,0,0.71,5.92,0.08,22,1,222619,46,17,24,2,0,6,24,8,0,0,0,8,0,46,1642,6,79,46,2248579,76,76,76,76,46,46,46,46,46,46,46,46,46,65,27740,76
"320",2019,"41190614","Stichting St. Pieters En Bloklands Gasthuis",225,135.99,23.11,6.8,12.49,0.6,39.28,33.41,5.42,80,177,5.32,29.98,55.76,6.81,0,0,0,1.24,0.9,0.91,10.74,0.9,52,9,836932,136,87,74,12,7,41,76,9,0,0,0,2,1,136,4438,203,225,136,6699129,225,222,222,222,136,136,136,136,136,136,136,136,136,149,41309,225
"321",2019,"41106842","Stichting Surplus Zorg",1115,818.25,21.09,15.56,17.85,0.73,26.11,18.66,22.43,74,1217,4.32,12.36,41.78,5.88,1.11,0,5.55,18.2,10.79,0.8,8.73,1.61,359,127,8989921,818,291,208,250,35,101,342,48,9,0,45,149,88,818,29499,1800,1702,818,50372969,1115,1115,1115,1115,818,818,818,818,818,818,818,818,818,1024,338005,1115
"322",2019,"41042397","Stichting Sutfene",634,341.6,14.82,4.42,5.7,0.54,35.08,27.78,9.05,74,395,18.41,9.28,46.17,3.83,0,3.19,5.15,0.38,13.58,0.83,7.49,1.65,99,15,960699,342,221,175,57,63,32,158,13,0,11,18,1,46,342,14590,1048,668,342,16840388,634,630,630,630,342,342,342,342,342,342,342,342,342,413,194723,634
"323",2019,"24388693","Stichting Swinhove Groep",611,339.69,31.34,12.03,18.96,0.56,22.22,19.18,3.84,21,600,0,18.59,36.3,2.67,0.23,0,5.27,10.93,5.96,1.39,8.29,0.81,199,41,3671205,340,139,120,24,0,63,123,9,1,0,18,37,20,340,10224,495,635,340,19362326,611,626,626,626,340,340,340,340,340,340,340,340,340,244,123329,611
