kvk,organisatie,pc,jaar,nMedew,nFTE,noemer,nClient,pTijd,tTijd,nTijd,pPnil,tPnil,nPnil,pkPnil,kPnil,kVast,gemContr,tGemContr,nGemContr,instroom,tInstroom,nInstroom,uitstroom,tUitstroom,nUitstroom,doorstroom,tDoorstroom,nDoorstroom,nStag,nVrijw,niv1,tNiv1,niv2,tNiv2,niv3,tNiv3,niv4,tNiv4,niv5,tNiv5,niv6,tNiv6,beh,tBehandel,ovPers,tOvPers,ll,tLl,FTEpCt,tFTEpCt,pVerzuim,tVerzuim,nVerzuim,verzuimFreq,tVerzuimFreq,nVerzuimFreq
4055278,Stichting Interzorg Noord-Nederland,9401PJ,2019,1026,620,620,717,19.15,194,1013,11.61,72,620,14.26,4409158,30919611,0.6,620,1026,27.28,268,983,10.48,103,983,4.17,41,983,255,980,5.05,31,12.66,79,34.48,214,15.21,94,1.98,12,0,0,5.45,34,18.06,112,7.05,44,0.86,620,9.6,20993,218600,0.88,907,1026
4055278,Stichting Interzorg Noord-Nederland,9401PJ,2020,1044,668,668,736,19.44,203,1044,7.78,52,668,10.73,3668583,34191259,0.64,668,1044,16.74,180,1075,16.19,174,1075,7.44,80,1075,277,988,0.04,0,19.27,129,31.47,210,15.52,104,2.05,14,0,0,5.57,37,17.9,120,8.14,54,0.91,668,10.18,24391,239662,0.69,724,1044
4055278,Stichting Interzorg Noord-Nederland,9401PJ,2021,1082,681,681,686,22.64,245,1082,8.37,57,681,13.47,4829479,35853587,0.63,681,1082,16.61,181,1090,13.58,148,1090,2.39,26,1090,293,860,0.01,0,20.54,140,28.24,192,16.06,109,2.26,15,0,0,5.55,38,20.31,138,7.02,48,0.99,681,12.45,30006,240966,0.69,747,1082
4058025,Noord Nederlandse Coöperatie Van Zorgorganisaties U.a.,7900AJ,2019,993,552.4,552,387,18.64,156,837,1.99,11,552,4.1,1097000,26774000,0.56,552,993,32.93,314,954,19.19,183,954,12.48,119,954,146,920,13.58,75,18.03,100,42.13,233,12.53,69,1.3,7,0,0,0.47,3,0,0,11.97,66,1.43,552,6,48469,807786,0.91,900,993
4058025,Noord Nederlandse Coöperatie Van Zorgorganisaties U.a.,7900AJ,2020,1124,609.1,609,372,19.31,217,1124,1.61,10,609,1.6,471618,29485340,0.54,609,1124,26.35,287,1089,19.93,217,1089,7.25,79,1089,219,650,19.1,116,10.58,64,39.54,241,12.76,78,6.56,40,0,0,0.56,3,0,0,7.65,47,1.64,609,6.92,13629,196955,1.14,1282,1124
4058025,Noord Nederlandse Coöperatie Van Zorgorganisaties U.a.,7900AJ,2021,1162,614,614,360,23.58,274,1162,2.79,17,614,2.11,704215,33377000,0.53,614,1162,25.98,297,1143,21.17,242,1143,7.44,85,1143,130,473,18.31,112,11.18,69,35.45,218,8.28,51,4.65,29,1.52,9,0.62,4,0,0,17.59,108,1.7,614,7.37,16562,224724,0.57,662,1162
4062069,Stichting Treant Care,7800RA,2019,2761,1570.93,1571,NA,23.47,536,2284,5.54,87,1571,1.35,586007,43425636,0.57,1571,2761,16.85,429,2547,12.53,319,2547,NA,NA,NA,248,1872,4.68,74,7.67,120,25.93,407,9.34,147,0,0,0.91,14,1.51,24,7.56,119,4.63,73,NA,NA,6.33,37376,590000,0.85,2335,2761
4062069,Stichting Treant Care,7800RA,2020,2748,1612.38,1612,NA,16.44,444,2701,9.17,148,1612,10.2,9316958,91327150,0.59,1612,2748,12.66,346,2732,15.59,426,2732,NA,NA,NA,236,1686,9.23,149,10.63,171,40.17,648,19.54,315,0,0,8.82,142,0.01,0,0,0,0,0,NA,NA,7.07,39895,564406,0.06,167,2748
4062069,Stichting Treant Care,7800RA,2021,2808,1644.03,1644,NA,18.43,434,2355,12.83,211,1644,15.07,13974549,92731148,0.59,1644,2808,15.9,407,2561,15.9,407,2561,NA,NA,NA,243,1554,9.26,152,14.24,234,39.88,656,19.38,319,0.42,7,7.38,121,0.37,6,0,0,0,0,NA,NA,7.51,43271,576000,0.06,162,2808
4066212,Stichting Zorggroep Tangenborgh,7812KA,2019,1414,849,849,654,12.71,186,1463,3.06,26,849,8.07,3804700,47122100,0.6,849,1414,24.99,360,1441,19.99,288,1441,6.94,100,1441,168,752,2.72,23,5.62,48,46.28,393,10.19,87,0,0,2.36,20,2.47,21,16.02,136,4.39,37,1.3,849,7.18,15900,221500,0.98,1380,1414
4066212,Stichting Zorggroep Tangenborgh,7812KA,2020,1419,876.59,877,672,13.31,188,1413,2.79,25,877,7.45,3790100,50842500,0.62,877,1419,17.66,254,1438,16.55,238,1438,3.48,50,1438,160,650,0.11,1,8.25,72,45.52,399,12.68,111,0,0,3.46,30,3.3,29,15.29,134,0.74,7,1.3,877,8.51,19400,228000,0.97,1375,1419
4066212,Stichting Zorggroep Tangenborgh,7812KA,2021,1465,900.8,901,696,30.09,448,1489,2.28,21,901,5.76,2930200,50842500,0.61,901,1465,24.89,362,1455,21.79,317,1455,3.71,54,1455,62,534,1.71,15,9.89,89,44.66,402,11.09,100,1.08,10,3.77,34,2.6,23,12.31,111,3.1,28,1.29,901,9.09,21300,234200,1.04,1524,1465
4069088,De Zorgzaak B.v.,7909CB,2021,114,59,59,38,21.05,24,114,26.61,16,59,14.62,448599,3069120,0.52,59,114,16.23,92,567,16.23,92,567,1.76,10,567,62,60,2.71,2,3.22,2,24.07,14,13.39,8,1.19,1,1.69,1,0,0,23.05,14,6.1,4,1.55,59,12.21,940,7700,2.19,250,114
4087125,Stichting Zorggroep Drenthe,9402NP,2019,494,300.75,301,1,32.17,157,488,4.38,13,301,5.53,863833,15612662,0.61,301,494,27.53,136,494,29.35,145,494,7.69,38,494,124,371,2.19,7,6.64,20,53.34,160,14.82,45,0,0,0,0,1.92,6,0,0,12.72,38,NA,301,7.18,9758,135911,1.32,652,494
4087125,Stichting Zorggroep Drenthe,9402NP,2020,496,306.08,306,1,26.38,129,489,4.89,15,306,78.03,12027509,15413298,0.62,306,496,16.92,84,497,24.17,120,497,5.24,26,497,70,338,5.04,15,9.49,29,46.74,143,21.96,67,0.39,1,0,0,2.63,8,4.09,13,9.65,30,NA,306,8.69,11465,131865,1.18,584,496
4087125,Stichting Zorggroep Drenthe,9402NP,2021,481,305.73,306,1,27.27,129,473,11.36,35,306,12.98,2275509,17530133,0.64,306,481,16.42,79,481,29.52,142,481,6.44,31,481,93,279,6,18,8.5,26,47.36,145,18.86,58,1.78,5,0,0,2.8,9,2.24,7,12.46,38,NA,306,11.8,14891,126145,1.22,586,481
41000048,Stichting Verzorgingscentra Utingeradeel,8491GJ,2019,231,119.03,119,99,28.14,65,231,0.84,1,119,2.03,141443,6980114,0.52,119,231,17.75,41,231,20.35,47,231,3.03,7,231,34,100,8.75,10,10.15,12,59.51,71,4.39,5,2.24,3,0,0,0,0,5.24,6,8.96,11,1.21,119,6.97,2761,39628,0.65,149,231
41000048,Stichting Verzorgingscentra Utingeradeel,8491GJ,2020,207,112,112,104,23.19,48,207,1.07,1,112,3.06,133979,4383558,0.54,112,207,10.96,25,228,13.16,30,228,2.19,5,228,22,135,12.86,14,13.93,16,60,67,6.07,7,1.79,2,0,0,0,0,0,0,5.36,6,1.08,112,13.74,5618,40880,1.2,249,207
41000048,Stichting Verzorgingscentra Utingeradeel,8491GJ,2021,301,151.9,152,100,26.58,80,301,6.58,10,152,10.26,737000,7185000,0.5,152,301,28.03,74,264,27.65,73,264,0.76,2,264,16,118,5.27,8,9.08,14,42.53,65,3.82,6,0.92,1,0,0,0,0,10.73,16,5.27,8,1.52,152,11.67,5429,46507,0.58,174,301
41000413,Stichting Verzorgingshuis Talma Apeldoorn,7325ZE,2019,129,65.85,66,72,29.23,38,130,1.49,1,66,27.62,83807,303417,0.51,66,129,32.54,41,126,31.75,40,126,7.94,10,126,40,145,12.82,8,12.6,8,44.27,29,0.36,0,3.33,2,0,0,0.03,0,0.44,0,8.35,6,0.92,66,8.15,259719,3186748,0.95,123,129
41000413,Stichting Verzorgingshuis Talma Apeldoorn,7325ZE,2020,128,55.33,55,33,32.81,42,128,3.96,2,55,6.97,176158,2525967,0.43,55,128,3.91,5,128,4.69,6,128,6.25,8,128,17,150,12.92,7,20.42,11,47.61,26,0.52,0,2.71,2,0,0,0,0,1.54,1,14.28,8,1.67,55,8.6,10790,125465,0.98,126,128
41000413,Stichting Verzorgingshuis Talma Apeldoorn,7325ZE,2021,80,47.47,47,66,40,32,80,3.03,1,47,5.01,35986,717733,0.59,47,80,18.75,15,80,17.5,14,80,7.5,6,80,20,150,0,0,24.75,12,53.59,25,4.59,2,0,0,0,0,0,0,2.02,1,15.04,7,0.72,47,6.24,891,14276,1.04,83,80
41000801,Stichting Zorgcentrum Talma Urk,8321RT,2019,218,123.47,123,93,27.99,75,268,1.22,2,123,4.65,283395,6095390,0.57,123,218,26.09,63,242,7.87,19,242,2.9,7,242,70,302,6.01,7,10.75,13,42.37,52,8.16,10,1.88,2,0.08,0,0.09,0,8.27,10,4.02,5,1.32,123,4.69,1606,34259,0.77,167,218
41000801,Stichting Zorgcentrum Talma Urk,8321RT,2020,185,98.49,98,98,15.6,34,218,0.55,1,98,2.62,125552,4798604,0.53,98,185,11.55,22,191,6.82,13,191,3.67,7,191,59,295,9.69,10,19.59,19,48.42,48,11.53,11,3.57,4,1.02,1,0.22,0,0,0,5.96,6,1,98,4.58,2058,44946,1.37,253,185
41000801,Stichting Zorgcentrum Talma Urk,8321RT,2021,203,106.96,107,103,18.93,46,243,0.58,1,107,2.59,137872,5314536,0.53,107,203,31.87,69,217,12.01,26,217,5.08,11,217,53,107,9.51,10,21.14,23,49.47,53,9.89,11,1.65,2,1.51,2,1.9,2,0,0,2.16,2,1.04,107,5.25,1981,37747,1.01,206,203
41001546,Stichting Zorggroep Hof En Hiem,8500AE,2019,497,261.06,261,283,19.72,98,497,0.41,1,261,0.54,62656,11510459,0.53,261,497,17.34,99,571,13.31,76,571,7.36,42,571,40,605,4.74,12,9.91,26,57.4,150,6.62,17,2.09,5,0,0,0,0,10.9,28,8.34,22,0.92,261,6.15,6950,113000,0.69,341,497
41001546,Stichting Zorggroep Hof En Hiem,8500AE,2020,508,251.89,252,288,12.8,65,508,1.44,4,252,4.14,497225,11997831,0.5,252,508,22.29,112,503,12.74,64,503,4.98,25,503,38,620,6.85,17,11.31,28,61.67,155,7.78,20,2.14,5,0,0,0,0,2.15,5,8.07,20,0.87,252,6.27,7150,114000,0.94,476,508
41001546,Stichting Zorggroep Hof En Hiem,8500AE,2021,569,271.1,271,301,12.06,62,514,1.3,4,271,3.3,456600,13836128,0.48,271,569,23.61,123,521,19.77,103,521,5.18,27,521,37,416,7.13,19,12.89,35,65.19,177,8.23,22,1.66,4,0,0,0,0,0,0,4.89,13,0.9,271,7.81,9484,121477,0.9,510,569
41002802,Stichting Zorgcentrum Het Bildt,9076DA,2019,270,140,140,NA,32.59,88,270,0.93,1,140,NA,NA,NA,0.52,140,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,1.61,2,3,4,31.1,44,8.74,12,1.86,3,0,0,0,0,6.36,9,10.01,14,NA,NA,NA,NA,NA,NA,NA,NA
41002802,Stichting Zorgcentrum Het Bildt,9076DA,2020,172,98.6,99,101,19.35,30,155,0.64,1,99,0.75,51818,6871240,0.57,99,172,14.24,22,155,20.71,32,155,6.47,10,155,17,136,0,0,12.77,13,69.86,69,15.42,15,1.93,2,0,0,0,0,0,0,0,0,0.97,99,4.51,2362,52369,0.94,162,172
41002802,Stichting Zorgcentrum Het Bildt,9076DA,2021,338,152.2,152,106,23.08,78,338,3.29,5,152,3.25,247555,7614094,0.45,152,338,18.93,64,338,18.93,64,338,8.58,29,338,21,119,1.6,2,7.43,11,44.26,67,8.32,13,2.95,4,0,0,0,0,9.03,14,5.99,9,1.43,152,8.33,4041,48519,0.52,175,338
41005051,Stichting Zorggroep Liante,8430AC,2019,413,183.43,183,310,13.08,54,413,3.01,6,183,3.06,545691,17855626,0.44,183,413,11.42,63,552,19.95,110,552,1.81,10,552,123,675,1.89,3,10.63,19,71.93,132,9.62,18,2.77,5,3.16,6,0,0,0,0,0,0,0.59,183,6.44,3071,47692,1.2,496,413
41005051,Stichting Zorggroep Liante,8430AC,2020,475,217.7,218,330,26.53,126,475,3.19,7,218,7.87,891693,11326463,0.46,218,475,23.25,108,465,20.02,93,465,3.23,15,465,79,701,1.88,4,10.89,24,66.65,145,12.59,27,3.26,7,0,0,0,0,0,0,4.73,10,0.66,218,7.9,4333,54860,1.88,893,475
41005051,Stichting Zorggroep Liante,8430AC,2021,434,221,221,320,17.97,78,434,4.38,10,221,20.14,574363,2852195,0.51,221,434,29.03,126,434,28.57,124,434,2.3,10,434,136,547,1.86,4,14.71,33,60.77,134,14.71,33,3.3,7,0,0,0,0,0,0,4.66,10,0.69,221,6.6,3674,55666,1.4,608,434
41009570,Stichting Vredewold,9351BP,2019,182,98.22,98,137,15.38,28,182,3.36,3,98,14.49,437859,3021872,0.54,98,182,22.6,40,177,16.95,30,177,5.08,9,177,3,330,0,0,9.35,9,69.77,69,20.12,20,0,0,0.76,1,0,0,0,0,0,0,0.72,98,11.8,4230,35850,1.62,294,182
41009570,Stichting Vredewold,9351BP,2020,204,119.76,120,139,25.49,52,204,2.91,3,120,4.07,129957,3195603,0.59,120,204,25.39,49,193,13.99,27,193,5.7,11,193,14,129,0,0,7.06,8,64.71,78,14.96,18,4.09,5,0,0,0.95,1,0,0,8.22,10,0.86,120,8.05,2998,37228,1.18,241,204
41009570,Stichting Vredewold,9351BP,2021,200,129.6,130,136,20.5,41,200,4.01,5,130,11.76,413644,3517952,0.65,130,200,27.3,55,202,28.78,58,202,9.93,20,202,12,96,0,0,10.15,13,64.33,83,14.59,19,3.26,4,0,0,1.13,1,0,0,6.54,8,0.95,130,14.75,5456,36990,1.66,332,200
41009641,Stichting Dignis,9702KB,2019,1439,736,736,551,22.79,328,1439,2.57,19,736,5.04,2044893,40603439,0.51,736,1439,24.85,356,1433,22.9,328,1433,7.4,106,1433,256,169,5.98,44,8.42,62,53.8,396,7.61,56,3.78,28,0.67,5,5.19,38,5.27,39,2.51,19,1.34,736,9.73,43951,451897,0.81,1171,1439
41009641,Stichting Dignis,9702KB,2020,869,534,534,545,19.1,166,869,1.87,10,534,3.63,1022990,28209441,0.61,534,869,13.81,117,848,15.58,132,848,7.79,66,848,242,550,0.36,2,22.04,118,60.79,325,8.26,44,0.56,3,0.09,1,6.27,34,0,0,1.61,9,0.98,534,8.34,28145,337324,0.9,782,869
41009641,Stichting Dignis,9702KB,2021,1236,623.15,623,524,16.34,202,1236,8.64,54,623,8.61,3845116,44636964,0.5,623,1236,21.85,230,1053,25.65,270,1053,10.17,107,1053,215,415,3.16,20,14.41,90,53.71,335,9.2,57,0.36,2,2.64,16,4.33,27,1.69,11,8.27,52,1.19,623,8.78,82725,942202,0.95,1172,1236
41009778,Stichting Woon/Zorgcentrum Het Hooge Heem,9861BM,2019,162,102,102,96,11.73,19,162,0,0,102,0,0,4942270,0.63,102,162,25.91,39,151,9.97,15,151,3.99,6,151,80,132,8.33,9,10.78,11,48.53,50,13.92,14,2.45,3,0,0,1.18,1,10.88,11,3.92,4,1.06,102,3.72,712,19125,0.72,116,162
41009778,Stichting Woon/Zorgcentrum Het Hooge Heem,9861BM,2020,177,99,99,87,6.78,12,177,NA,NA,NA,0,0,5534871,0.56,99,177,19.45,32,165,15.2,25,165,2.43,4,165,58,122,8.99,9,10.1,10,50.51,50,12.32,12,2.73,3,0,0,1.21,1,9.09,9,5.05,5,1.14,99,3.43,640,18686,0.62,109,177
41009778,Stichting Woon/Zorgcentrum Het Hooge Heem,9861BM,2021,195,113.33,113,88,11.7,20,171,1.24,1,113,1.5,91861,6122652,0.58,113,195,28.49,49,172,30.23,52,172,1.74,3,172,44,140,10.15,12,12.66,14,42.18,48,10.41,12,2.36,3,0,0,0.76,1,13.65,15,7.82,9,1.29,113,6.01,1980,32947,0.73,142,195
41010320,Stichting Westerholm/Rikkers-Lubbers,9752LS,2019,73,46.3,46,52,30.26,23,76,0,0,46,0,0,2419387,0.63,46,73,44.14,32,73,31.72,23,73,NA,NA,NA,29,30,26.72,12,7.56,4,23.13,11,4.54,2,26.18,12,0,0,0,0,0,0,0,0,0.89,46,6,542,9032,0.62,45,73
41010320,Stichting Westerholm/Rikkers-Lubbers,9752LS,2020,75,46.97,47,53,33.33,25,75,0,0,47,0,0,2388109,0.63,47,75,49.66,37,75,33.56,25,75,NA,NA,NA,26,65,28.61,13,6.24,3,27.32,13,32,15,5.83,3,0,0,0,0,0,0,0,0,0.89,47,4.15,834,20100,1.32,99,75
41010320,Stichting Westerholm/Rikkers-Lubbers,9752LS,2021,80,60.32,60,52,32.5,26,80,0,0,60,0,0,3779668,0.75,60,80,44.87,35,78,41.03,32,78,NA,NA,NA,24,52,34.02,21,6.32,4,34,21,19.94,12,5.72,3,0,0,0,0,0,0,0,0,1.15,60,3.88,860,22144,1.1,88,80
41013557,Stichting Zinn (Zorgorganisatie In Noord Nederland),9750AB,2019,1113,705.4,705,744,17.51,205,1171,0.31,2,705,0.75,285652,38222043,0.63,705,1113,30.07,323,1074,19.55,210,1074,5.96,64,1074,306,560,22.03,155,13.17,93,40.03,282,7.05,50,3.12,22,0,0,6.72,47,2.51,18,5.37,38,0.95,705,6.87,14037,204230,1.12,1251,1113
41013557,Stichting Zinn (Zorgorganisatie In Noord Nederland),9750AB,2020,1276,739,739,721,7.9,106,1342,0.29,2,739,0.66,283567,43240305,0.58,739,1276,24.85,343,1381,15.86,219,1381,6.45,89,1381,82,492,20.43,151,14.38,106,38.34,283,8.61,64,3.34,25,0,0,7.58,56,2.58,19,4.74,35,1.02,739,7.54,19912,264030,0.96,1230,1276
41013557,Stichting Zinn (Zorgorganisatie In Noord Nederland),9750AB,2021,1359,808.8,809,787,13.28,187,1408,1.27,10,809,2.44,1139900,46656085,0.6,809,1359,27.59,370,1341,19.09,256,1341,6.26,84,1341,252,471,22.8,184,10.52,85,29.22,236,9.87,80,13.16,106,0,0,7.79,63,1.35,11,5.3,43,1.03,809,8.39,21691,258625,0.93,1263,1359
41014042,Stichting Zorgcentrum 'De Blanckenborg',9697RW,2019,269,135.75,136,92,15.24,41,269,2.08,3,136,2.99,257063,8584384,0.5,136,269,26.64,67,252,9.94,25,252,2.78,7,252,51,118,0,0,21.78,30,32.82,45,6.5,9,0,0,1.35,2,2.15,3,1.74,2,5.92,8,1.47,136,5.08,23511,463183,0.82,221,269
41014042,Stichting Zorgcentrum 'De Blanckenborg',9697RW,2020,275,141.81,142,96,18.18,50,275,2.09,3,142,2.84,275220,9696024,0.52,142,275,28.94,78,270,15.58,42,270,3.34,9,270,48,120,7.59,11,17.73,25,29.9,42,7.19,10,0.17,0,0.8,1,2.36,3,1.49,2,5.3,8,1.47,142,4.99,1891,37899,0.92,253,275
41014042,Stichting Zorgcentrum 'De Blanckenborg',9697RW,2021,327,147.8,148,88,11.93,39,327,3.09,5,148,5.39,574231,10652179,0.45,148,327,26.25,79,301,15.95,48,301,1.66,5,301,45,120,0,0,25.35,37,31.03,46,8.31,12,0.49,1,1.05,2,2.51,4,1.85,3,3.32,5,1.69,148,12.52,4526,36156,0.79,259,327
41014377,Christelijke Stichting Bcm Zorg En Dienstverlening,9501EA,2019,168,82.93,83,115,17.86,30,168,0.72,1,83,2.03,79243,3897820,0.49,83,168,22.98,37,161,14.29,23,161,4.97,8,161,50,155,0,0,11.59,10,64.16,53,12.43,10,3.46,3,0,0,0.72,1,0,0,7.63,6,0.72,83,10.15,3449,33994,1.65,278,168
41014377,Christelijke Stichting Bcm Zorg En Dienstverlening,9501EA,2020,187,98.4,98,122,17.11,32,187,0.49,0,98,2.9,134702,4646402,0.53,98,187,12.96,23,178,9.01,16,178,2.25,4,178,49,155,0,0,11.98,12,61.66,61,12.02,12,3.25,3,0,0,1.11,1,0,0,9.98,10,0.8,98,11.68,5058,43316,1.74,326,187
41014377,Christelijke Stichting Bcm Zorg En Dienstverlening,9501EA,2021,185,106.68,107,141,21.08,39,185,0.61,1,107,2.43,125399,5168602,0.58,107,185,16.13,30,186,17.2,32,186,3.23,6,186,52,155,0,0,12.23,13,62.31,66,10.88,12,2.62,3,0.54,1,1.01,1,0,0,10.4,11,0.76,107,11.11,4666,42012,1.35,249,185
41015522,Stichting Oosterlengte,9670AD,2019,1218,548.66,549,567,8.54,104,1218,0,0,549,NA,NA,NA,0.45,549,1218,18.84,191,1014,14.3,145,1014,NA,NA,NA,190,334,0,0,16.05,88,62.47,343,4.6,25,0,0,2.03,11,1.59,9,6.5,36,6.76,37,0.97,549,NA,NA,NA,NA,NA,NA
41015522,Stichting Oosterlengte,9670AD,2020,990,516.88,517,564,25.08,246,981,1.59,8,517,3.02,819144,27112966,0.52,517,990,15.06,145,963,11.22,108,963,4.57,44,963,198,329,11.2,58,5.05,26,63,326,2.22,12,0,0,3.35,17,5.18,27,2.79,14,7.2,37,0.92,517,NA,NA,NA,0,0,990
41015522,Stichting Oosterlengte,9670AD,2021,1020,563.88,564,564,38.26,295,771,1.13,6,564,2.63,986854,37588951,0.55,564,1020,22.57,235,1041,4.42,46,1041,3.36,35,1041,236,419,13.07,74,6.57,37,59.43,335,2.23,13,0,0,3.18,18,1.98,11,5.33,30,8.21,46,1,564,11.76,35897,305307,1.05,1068,1020
41017511,Stichting Woon- En Zorgcentrum De Westerkim,7901CN,2019,267,109.83,110,115,13.96,31,222,1.42,2,110,4.36,212284,4873297,0.41,110,267,22.18,56,253,17.82,45,253,3.17,8,253,62,203,7.12,8,11.95,13,47.18,52,13,14,0.61,1,0,0,0,0,6.61,7,12.11,13,0.96,110,6.37,2474,38845,1.15,306,267
41017511,Stichting Woon- En Zorgcentrum De Westerkim,7901CN,2020,227,127.52,128,119,17.51,38,217,0.65,1,128,2.16,120450,5572184,0.56,128,227,25.89,58,224,12.95,29,224,3.57,8,224,57,179,6.55,8,15.96,20,46.33,59,13.58,17,0.91,1,0,0,0,0,6.45,8,10.19,13,1.07,128,8.22,5372,65342,1.33,301,227
41017511,Stichting Woon- En Zorgcentrum De Westerkim,7901CN,2021,315,207.4,207,127,19.05,60,315,1.34,3,207,3.38,285092,8445950,0.66,207,315,3.07,10,326,3.07,10,326,NA,NA,NA,25,162,0.43,1,11.69,24,41.91,87,11.89,25,1.39,3,0.32,1,0,0,0,0,7.71,16,1.63,207,11.4,7524,66003,0.9,285,315
41018149,Stichting Derkshoes Zorg En Dienstverlening,9431LE,2019,53,36.4,36,44,24.53,13,53,3.3,1,36,4.9,150000,3061224,0.69,36,53,35.85,19,53,37.74,20,53,7.55,4,53,20,136,1.21,0,17.8,6,58.49,21,17.2,6,0,0,5.3,2,0,0,0,0,0,0,0.83,36,7.9,748,9464,1.26,67,53
41018149,Stichting Derkshoes Zorg En Dienstverlening,9431LE,2020,75,46.01,46,54,6.67,5,75,0.43,0,46,0.41,9000,2200000,0.61,46,75,40,25,63,27.2,17,63,8,5,63,7,100,2.61,1,17.82,8,49.55,23,16.74,8,0,0,5.65,3,0.43,0,0,0,7.17,3,0.85,46,9.6,1020,10628,1.01,76,75
41018149,Stichting Derkshoes Zorg En Dienstverlening,9431LE,2021,113,56.46,56,60,28.32,32,113,0.53,0,56,0.44,22721,5125382,0.5,56,113,35.42,34,96,35.42,34,96,6.25,6,96,2,117,0,0,21.89,12,54.89,31,8.27,5,0,0,5.31,3,0.19,0,0,0,9.44,5,0.94,56,9.6,1020,10628,2,226,113
41020244,Stichting Icare,7940KE,2019,751,409,409,403,27.7,200,722,1.42,6,409,3.47,720619,20774792,0.54,409,751,18.6,134,721,26.37,190,721,2.5,18,721,163,398,5.72,23,20.28,83,43.83,179,9.74,40,3.37,14,0.3,1,6.78,28,2.78,11,7.19,29,1.01,409,5.3,7912,149285,0.56,421,751
41020244,Stichting Icare,7940KE,2020,798,490.14,490,466,22.61,192,849,4.2,21,490,4.43,1152000,26017000,0.61,490,798,37.84,301,796,18.6,148,796,18.86,150,796,105,306,2.92,14,21.44,105,41.56,204,8.49,42,3.08,15,0.47,2,7.04,35,5.77,28,9.22,45,1.05,490,5.7,10225,179393,0.44,351,798
41020244,Stichting Icare,7940KE,2021,881,539.99,540,467,13.75,121,880,3.78,20,540,4.01,1147000,28600000,0.61,540,881,36.87,323,876,21.35,187,876,15.87,139,876,76,360,1.06,6,22.84,123,39.26,212,8.48,46,2.83,15,0.63,3,5.91,32,5.19,28,13.79,74,1.16,540,5.95,11720,197097,0.47,414,881
41020668,Stichting Zorggroep Noorderboog,7944AV,2019,1445,890.68,891,691,22.64,350,1546,1.22,11,891,2.91,1255671,43142087,0.62,891,1445,19.21,271,1411,13.75,194,1411,4.89,69,1411,395,1351,10.74,96,14.67,131,51.75,461,6.53,58,1,9,0.14,1,5.46,49,3.83,34,5.63,50,1.29,891,8.14,27531,338314,1.25,1801,1445
41020668,Stichting Zorggroep Noorderboog,7944AV,2020,1532,955.26,955,711,8.66,134,1548,0.89,8,955,1.39,645674,46543699,0.62,955,1532,0.13,2,1547,11.38,176,1547,3.1,48,1547,395,1231,13.08,125,13.5,129,48.82,466,7.37,70,0.91,9,0.13,1,5.48,52,3.55,34,7.04,67,1.34,955,6.37,23966,376133,1.17,1787,1532
41020668,Stichting Zorggroep Noorderboog,7944AV,2021,1537,949.94,950,698,8.2,126,1536,0.57,5,950,1.13,532419,47110805,0.62,950,1537,0.78,12,1542,7.65,118,1542,3.83,59,1542,413,1272,14.95,142,13.16,125,47.27,449,8,76,0.85,8,0.13,1,5.44,52,3.47,33,6.42,61,1.36,950,7.22,27331,378778,1.18,1809,1537
41020715,Stichting Zorgcollectief Zuidwest-Drenthe,7990AA,2019,389,199.24,199,147,6.14,24,391,4.79,10,199,15.92,1355764,8514495,0.51,199,389,20.36,79,388,19.07,74,388,NA,NA,NA,17,402,6.96,14,12.27,24,40.16,80,7.98,16,1.11,2,0,0,0,0,0,0,16.56,33,1.35,199,NA,NA,NA,0.9,350,389
41020715,Stichting Zorgcollectief Zuidwest-Drenthe,7990AA,2020,246,105,105,130,13.47,33,245,4.09,4,105,9.57,382716,4000548,0.43,105,246,11.67,30,257,11.67,30,257,9.34,24,257,50,370,8.83,9,16.48,17,51.55,54,10.52,11,1.43,2,0,0,0,0,0,0,11.19,12,0.81,105,NA,NA,NA,0,0,246
41020715,Stichting Zorgcollectief Zuidwest-Drenthe,7990AA,2021,261,135.06,135,139,20.48,51,249,4.38,6,135,10.95,537421,4907803,0.52,135,261,15.86,41,259,21.28,55,259,25.15,65,259,33,288,9.07,12,16.07,22,49.45,67,10.45,14,1.55,2,0,0,0,0,0,0,13.33,18,0.97,135,NA,NA,NA,0,0,261
41022558,Stichting Rosengaerde,7721CT,2019,79,40.8,41,57,25.93,21,81,0.25,0,41,0.51,11202,2200000,0.52,41,79,37.97,30,79,26.58,21,79,0,0,79,22,46,10.59,4,29.75,12,39.26,16,16.86,7,0,0,0,0,0.27,0,0,0,3.26,1,0.72,41,3.88,565,14567,0.87,69,79
41022558,Stichting Rosengaerde,7721CT,2020,92,51.5,52,56,33.33,33,99,0.47,0,52,0.9,18653,2068208,0.56,52,92,28.26,26,92,9.78,9,92,0,0,92,61,37,16.93,9,24.04,12,36.21,19,12.74,7,0.74,0,0,0,4.16,2,0,0,5.18,3,0.91,52,6.66,1068,16030,1.27,117,92
41022558,Stichting Rosengaerde,7721CT,2021,115,47.97,48,46,41.74,48,115,3.75,2,48,0.73,14235,1959758,0.42,48,115,31.58,30,95,11.58,11,95,0,0,95,36,95,16.91,8,23.97,12,19.93,10,0,0,4.63,2,0,0,0,0,0,0,20.85,10,1.04,48,7.91,1521,19234,0.86,99,115
